Outputting model checkpoint to 'mnist.bin5'
         6838249 function calls (6837807 primitive calls) in 7.718 seconds

   Ordered by: cumulative time, internal time, function name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       98    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x10182ccd8}
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       14    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
      107    0.000    0.000    0.000    0.000 __init__.py:163(match)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
       26    0.000    0.000    0.000    0.000 process.py:77(wakeup)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 process.py:564(_check_system_limits)
        2    0.000    0.000    0.000    0.000 _parser.py:970(parse)
        1    0.000    0.000    0.000    0.000 __init__.py:225(compile)
      441    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
       26    0.000    0.000    0.000    0.000 connection.py:181(send_bytes)
      5/2    0.000    0.000    0.000    0.000 _parser.py:447(_parse_sub)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       29    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:1(<module>)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
   145/44    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      5/2    0.000    0.000    0.000    0.000 _parser.py:507(_parse)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 reduction.py:58(dump)
        1    0.000    0.000    0.000    0.000 process.py:286(__init__)
       25    0.000    0.000    0.000    0.000 queue.py:122(put)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
       27    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      558    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        2    0.000    0.000    0.000    0.000 _compiler.py:571(_code)
        5    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        2    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       26    0.000    0.000    0.000    0.000 connection.py:389(_send_bytes)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        2    0.000    0.000    0.000    0.000 __init__.py:348(namedtuple)
       31    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       25    0.000    0.000    0.000    0.000 _base.py:328(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:849(__init__)
        2    0.000    0.000    0.000    0.000 signal.py:67(pthread_sigmask)
        5    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
    52/26    0.000    0.000    0.000    0.000 neural_net.py:407(iter_grouped)
        6    0.000    0.000    0.000    0.000 util.py:186(__init__)
        1    0.000    0.000    0.000    0.000 context.py:110(SimpleQueue)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 random.py:376(shuffle)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
     1002    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 enum.py:496(__new__)
       26    0.000    0.000    0.000    0.000 connection.py:364(_send)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      8/2    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
      238    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 queues.py:339(__init__)
      504    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      239    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      240    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
       36    0.000    0.000    0.000    0.000 {built-in method posix.write}
      241    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
       45    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
      506    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 signal.py:70(<genexpr>)
       99    0.000    0.000    0.000    0.000 enum.py:825(__setattr__)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
     1027    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       99    0.000    0.000    0.000    0.000 random.py:235(_randbelow_with_getrandbits)
      936    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      452    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
      124    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
       25    0.000    0.000    0.000    0.000 threading.py:433(acquire)
       55    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
  689/680    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        1    0.000    0.000    0.000    0.000 spawn.py:154(get_preparation_data)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        2    0.000    0.000    0.000    0.000 _compiler.py:509(_compile_info)
        6    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 context.py:85(BoundedSemaphore)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        5    0.000    0.000    0.000    0.000 _compiler.py:241(_optimize_charset)
        1    0.000    0.000    0.000    0.000 queues.py:71(_reset)
      535    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        5    0.000    0.000    0.000    0.000 random.py:480(choices)
        6    0.000    0.000    0.000    0.000 enum.py:685(__call__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       25    0.000    0.000    0.000    0.000 queue.py:213(_put)
        1    0.000    0.000    0.000    0.000 synchronize.py:144(__init__)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       76    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       72    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      459    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
       76    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        6    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:975(exec_module)
       19    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       86    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
       72    0.000    0.000    0.000    0.000 types.py:164(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       25    0.000    0.000    0.000    0.000 threading.py:359(notify)
      127    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
      290    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 connection.py:515(Pipe)
        5    0.000    0.000    0.000    0.000 synchronize.py:100(__getstate__)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:206(_init)
      108    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 process.py:80(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      197    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:555(__init__)
       25    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       57    0.000    0.000    0.000    0.000 _parser.py:252(get)
        1    0.000    0.000    0.000    0.000 neural_net.py:304(connect)
      284    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      284    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
       72    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       87    0.000    0.000    0.000    0.000 _parser.py:231(__next)
        4    0.000    0.000    0.000    0.000 connection.py:966(reduce_connection)
        1    0.000    0.000    0.000    0.000 popen_fork.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 random.py:493(<listcomp>)
        2    0.000    0.000    0.000    0.000 reduction.py:38(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
      107    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       46    0.000    0.000    0.000    0.000 _parser.py:162(__getitem__)
        1    0.000    0.000    0.000    0.000 process.py:300(weakref_cb)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       45    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 subprocess.py:300(_args_from_interpreter_flags)
       26    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
     10/4    0.000    0.000    0.000    0.000 _parser.py:172(getwidth)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 process.py:67(__init__)
        1    0.000    0.000    0.000    0.000 spawn.py:81(get_command_line)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1010fcd60}
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        6    0.000    0.000    0.000    0.000 enum.py:1091(__new__)
        3    0.000    0.000    0.000    0.000 neural_net.py:86(connect)
        1    0.000    0.000    0.000    0.000 context.py:60(Pipe)
        3    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:1515(__and__)
       25    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       26    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      152    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 enum.py:228(__set_name__)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 mnist_model.py:70(create_network)
        6    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
      115    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       25    0.000    0.000    0.000    0.000 process.py:140(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method posix.close}
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 neural_net.py:300(allocate_parameters)
       53    0.000    0.000    0.000    0.000 _parser.py:247(match)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
      115    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       44    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 process.py:234(ident)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       53    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        6    0.000    0.000    0.000    0.000 fast_math.py:34(__init__)
       54    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
      100    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       33    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
        5    0.000    0.000    0.000    0.000 resource_tracker.py:142(_check_alive)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       81    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       30    0.000    0.000    0.000    0.000 connection.py:134(_check_closed)
        2    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        4    0.000    0.000    0.000    0.000 reduction.py:191(DupFd)
       72    0.000    0.000    0.000    0.000 enum.py:913(<lambda>)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
      153    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       25    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 selectors.py:583(_can_use)
      2/1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       36    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:94(closegroup)
       51    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      101    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        7    0.000    0.000    0.000    0.000 enum.py:917(<dictcomp>)
      2/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 enum.py:1761(<listcomp>)
        3    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1684(<setcomp>)
        2    0.000    0.000    0.000    0.000 _parser.py:265(getuntil)
        1    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
        2    0.000    0.000    0.000    0.000 process.py:350(__reduce__)
        4    0.000    0.000    0.000    0.000 _parser.py:444(_uniq)
       25    0.000    0.000    0.000    0.000 _base.py:398(__get_result)
        6    0.000    0.000    0.000    0.000 connection.py:117(__init__)
        6    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 threading.py:422(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       16    0.000    0.000    0.000    0.000 _parser.py:284(tell)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        5    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
       51    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 threading.py:804(_newname)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        4    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       42    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       17    0.000    0.000    0.000    0.000 _parser.py:158(__len__)
        2    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       13    0.000    0.000    0.000    0.000 context.py:365(get_spawning_popen)
       26    0.000    0.000    0.000    0.000 connection.py:142(_check_writable)
       71    0.000    0.000    0.000    0.000 enum.py:1142(__init__)
        2    0.000    0.000    0.000    0.000 _parser.py:367(_escape)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        7    0.000    0.000    0.000    0.000 context.py:371(assert_spawning)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       25    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 fast_math.py:51(_init_view)
       46    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       12    0.000    0.000    0.000    0.000 _parser.py:170(append)
       14    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
       27    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       20    0.000    0.000    0.000    0.000 enum.py:92(_is_single_bit)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        7    0.000    0.000    0.000    0.000 enum.py:803(__members__)
       44    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 process.py:615(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 neural_net.py:294(parameters_count)
        1    0.000    0.000    0.000    0.000 queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 spawn.py:36(set_executable)
       40    0.000    0.000    0.000    0.000 {built-in method math.floor}
       33    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:433(_flush_std_streams)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 connection.py:347(Connection)
        1    0.000    0.000    0.000    0.000 queues.py:57(__getstate__)
        6    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       26    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
